anzahl_datensaetze,mittelwert_nichtlinearitaets_index,median_nichtlinearitaets_index,maximum_nichtlinearitaets_index,mittelwert_emotion_count,mittelwert_ambivalenz_index,mittelwert_semantische_breite,mittelwert_dominanz_breite,mittelwert_var_affektiv,mittelwert_var_motivation,mittelwert_var_regulation
282,8.423366164249009,6.267197972607807,41.165772567249945,4.836879432624113,0.723404255319149,0.27044667005036216,2.549645390070922,0.012131883913972755,0.013669498732431971,0.017189033538056335
