datum,gruppe_id,teilnehmer_id,has_epistemic_transition,transition_count,transition_names,d_semantisch,d_semantisch_mean,semantische_breite,dominanz_breite,dominante_dimension,polaritaet_gesamt,token_anzahl,mean_kognition,x_kognition,var_kognition,mean_sozial,x_sozial,var_sozial,mean_affektiv,x_affektiv,var_affektiv,mean_motivation,x_motivation,var_motivation,mean_methodik,x_methodik,var_methodik,mean_performanz,x_performanz,var_performanz,mean_regulation,x_regulation,var_regulation,emo_Interesse,emo_Überraschung,emo_Erwartung,emo_Erleichterung
2025-09-10,6,14,0,0,,5.748769468974,3.8179817386969197,0.17642462054040678,2,kognition,1,47,0.549193527989344,0.43478584742172,0.004483523639270829,0.049463794428658,0.067318666754521,0.007588280339209783,0.1250256736645214,0.25013405094164,0.010664292674719935,0.329668601723746,0.42468076031405,0.002933340326615001,0.45620830570605203,0.43443460076791,0.0008196758317862731,0.439770045825074,0.43336285234062,0.0005387872928824911,0.37278982009009,0.43239843806065,0.004097746628342211,0,0,0,0
2025-09-10,6,22,0,0,,5.8282334252371,3.70865001692052,0.22274791776623112,3,kognition,1,42,0.4941149496577079,0.42427864551472,0.008394221088564779,0.1618335052239048,0.23513210944977,0.020663171019419807,0.12296948347491432,0.25533359214911,0.010453154947841704,0.38070904357257607,0.41201888931269,0.004338343130253236,0.39778747431899,0.42034179956247,0.0006888132761706257,0.42904101200407807,0.42126114839597,0.0010016279092655352,0.4215044894658121,0.4190394951143,0.0040773034976759725,0,0,0,0
2025-09-11,7,9,1,3,"Erwartung, Interesse, Überraschung",5.8341399234276,3.0537503740514795,0.20382935168608374,3,performanz,1,42,0.451909240559888,0.420559588558,0.001502046182688233,0.1591093326358814,0.25730898306118,0.015384004846222335,0.16012293651962423,0.24134250470237,0.0066713997030360545,0.40819516814037804,0.41960804870743,0.006186041966033381,0.34504507467934,0.40192441991309,0.0016113060928556033,0.492529391097836,0.43193641761969,0.006822664031117835,0.41833617645738597,0.41771864252709,0.0033689417868157613,1,1,1,0
2025-09-11,7,10,1,2,"Erleichterung, Interesse",5.9831527072292,3.18469568995076,0.7502952579794867,2,performanz,1,36,0.332209784963376,0.43099025209379,0.08215209470813811,0.1308849482257442,0.19052580510746,0.009020109179840575,0.0814182060995502,0.21055607588413,0.02938082890648793,0.244378499463178,0.41058094106643,0.07076424051805723,0.314120718536926,0.41240800320046,0.04933595006466985,0.212609153147106,0.49443036785328,0.30324923269470083,0.3151697128515834,0.38793254240826,0.019040518074609932,1,0,0,1
2025-09-11,7,15,0,0,,5.6566753972968,3.45426786224818,0.7836718367749609,2,kognition,1,47,0.36712084283370405,0.45501970641539,0.09782769478876063,0.0466223087473074,0.089818030914747,0.01198217474313148,0.02394726379926559,0.11176631829389,0.026261759518446837,0.18903407194302405,0.42338620982036,0.09717611804021146,0.318622588485182,0.44643808556526,0.06854262003185561,0.196923416767148,0.44104858917181,0.16648461726550562,0.268876558101696,0.44643906374252,0.14586656336632928,0,0,0,0
2025-09-11,8,10,1,1,Erleichterung,5.9831527072292,3.18469568995076,0.7502952579794867,2,performanz,1,36,0.332209784963376,0.43099025209379,0.08215209470813811,0.1308849482257442,0.19052580510746,0.009020109179840575,0.0814182060995502,0.21055607588413,0.02938082890648793,0.244378499463178,0.41058094106643,0.07076424051805723,0.314120718536926,0.41240800320046,0.04933595006466985,0.212609153147106,0.49443036785328,0.30324923269470083,0.3151697128515834,0.38793254240826,0.019040518074609932,0,0,0,1
2025-09-11,8,16,1,2,"Erwartung, Interesse",5.9113805933393,3.64828165310472,0.18579620437022984,2,kognition,1,40,0.487384044277792,0.41740230438732,0.0021840680154767964,0.128273950123987,0.24880604089479,0.014178158436086583,0.1861067681587114,0.28936261175052,0.0070435534658959825,0.35957984487093997,0.40775271952125,0.0024901694699742756,0.394638293895136,0.41653973034916,0.002370588734205381,0.49669682873329596,0.41570926553202,0.005038929324626072,0.38091488268859597,0.4093347593914,0.0012147621121191229,1,0,1,0
2025-09-11,8,18,0,0,,5.9068542645443,3.09583346455772,0.16655325903680565,2,performanz,1,42,0.48550255396057995,0.42170990758463,0.004045649317918707,0.12337067245303798,0.21522401225591,0.004177601610373706,0.1499392683243484,0.26481477067122,0.009622125561140709,0.34837266482546003,0.4131239791583,0.003895188654344893,0.429351382479518,0.42003484236016,0.0029931507627327576,0.44161021913432397,0.42654780819653,0.0021105974512110773,0.445096982490824,0.42031584089827,0.000895674738059431,0,0,0,0
2025-09-15,1,2,0,0,,5.9421199514541,3.78100172755832,0.20724569947272636,3,methodik,1,52,0.47606136982091796,0.41434759234457,0.006558720758502464,0.1498276124776462,0.25073390684332,0.01638921730440787,0.14873211664524402,0.2953313310046,0.011439704771001646,0.39036826828369203,0.41005508838345,0.0032214832615711834,0.42290617170242406,0.41435791097519,0.0015491157662040058,0.44786727328181997,0.41370722454301,0.0002903344543726296,0.39245049968271195,0.40894168077465,0.003502203633879812,0,0,0,0
2025-09-15,2,16,1,2,"Erwartung, Interesse",5.6038157851736,2.90433677982298,0.5413286356554511,3,performanz,1,44,0.4380433424021216,0.45689264311641,0.05038014111340546,0.1276787540365894,0.078667990525491,0.04956619151592588,0.19552636635409656,0.25779087598882,0.017254667127243956,0.328294541116978,0.38710431907874,0.0027609671514563826,0.383584751338196,0.44002825423088,0.01821738951984465,0.285923227227676,0.45922724201598,0.15291319160064185,0.351958088536152,0.40526099864418,0.0019441437520740339,1,0,1,0
2025-09-15,2,20,0,0,,5.7932893769356,4.087767618668179,0.16109587013687343,3,kognition,1,44,0.47049610738854397,0.42302735421053,0.0025217504663987028,0.11184877013722638,0.20428626405099,0.007595380377701168,0.1519085304159284,0.26679387269566,0.006972805238431421,0.39580175865643596,0.41979629586447,0.0011832147867798684,0.4030315364245641,0.41971823189613,0.001976874149601483,0.492115872103294,0.42256638278202,0.0017592237540980595,0.394738779064422,0.42092503498313,0.003942630602145687,0,0,0,0
2025-09-15,2,21,0,0,,5.5188620136924,2.7452409225625476,0.3604835312198468,4,kognition,1,47,0.4397536967685025,0.47278170780706,0.025083431606349692,0.10672968411851326,0.086026849889293,0.017469847974506295,0.09741529780612,0.24300132693669,0.01908301576288221,0.407799289181485,0.38300218078079,0.01830156946226706,0.40009239846010425,0.45952226955786,0.034024589260653104,0.4700528062013675,0.44621871205647,0.0026310231701633774,0.329318730666445,0.39123016671869,0.013354899043908498,0,0,0,0
2025-09-15,2,23,1,1,Interesse,6.0420763127872,3.0585259545856998,0.33188861770637873,3,kognition,1,40,0.41801609214167995,0.41165332020264,0.0065856286713122155,0.23109808275659577,0.28065360938045,0.030950207226657665,0.2839004114391198,0.35738289775301,0.025797578437984074,0.46604759800038204,0.40281559539977,0.007795979362676661,0.329148591186,0.39881029144319,0.01230023851075027,0.410685036059932,0.40055653187094,0.010433974593905871,0.2947839215786102,0.37721832154153,0.016286447759764046,1,0,0,0
2025-09-17,5,2,1,2,"Erleichterung, Interesse",5.8791610443023,3.8265341671335,0.16019034409140018,2,motivation,1,33,0.4597178677217033,0.40282849305269,0.0058790173944145456,0.15274181229601833,0.23023296799141,0.008666226620450414,0.24659535915584666,0.32690292180837,0.0023921837142544676,0.3960129429480967,0.4169541290675,0.0030208723377932625,0.39080456373074335,0.40201624461803,0.002073206660192785,0.48946157472243,0.41378722817064,0.00024516282923592775,0.3601760706222434,0.4137213876878,0.003384276783779795,1,0,0,1
2025-09-17,5,10,1,3,"Erleichterung, Interesse, Überraschung",5.8546621944983,3.758988700038425,0.2156405202437089,1,kognition,1,37,0.5463409379918925,0.4343228902273,0.002029440590300088,0.16516865863333124,0.20984523470514,0.01799609410572916,0.20125857871026476,0.28908681442931,0.015139001494214502,0.3359718640701475,0.39482064005968,0.0042508638038463616,0.4440509121677025,0.43091598459551,0.001908809253373643,0.41267089569447246,0.42714733153466,0.002207457716013436,0.326900504781395,0.39965889920385,0.0029691670075002352,1,1,0,1
2025-09-17,6,12,1,1,Erleichterung,5.7470041790636,4.306453570131767,0.12794899348568117,2,kognition,1,31,0.5025982429734633,0.44752556226866,0.00239714037993539,0.126582190454581,0.14511834392112,0.003444750896869908,0.16122607521252866,0.20412854083887,0.006338984186138823,0.38118997366152,0.4186470374915,0.0003586624919874777,0.40574101902426,0.43831565987414,0.0012465718834584274,0.43081151592286,0.42897778374141,0.0005245289485366742,0.4398549560745266,0.43079194222821,0.002060306147072181,0,0,0,1
2025-09-17,6,14,1,1,Interesse,5.7882552506736,3.6390091669143,0.2203239909740364,3,kognition,1,39,0.46670358164511494,0.43499365202788,0.006627183868560127,0.19876556881666702,0.24421215836782,0.012921585621747916,0.09831652841245175,0.15040438522167,0.015137313005357353,0.37894912516796747,0.42255234194203,0.007575994278688594,0.42014327230355003,0.42200999109534,0.0006051308556976651,0.43789701935705,0.42865952699298,0.0019404601760216072,0.4154382012820675,0.43373275838511,0.0037349931926540037,1,0,0,0
2025-09-18,7,9,1,2,"Erleichterung, Erwartung",5.8875230715492,3.402938714081425,0.19807356176924248,1,performanz,1,38,0.57340081901219,0.41995091317268,0.0016405663560853695,0.20114037200811175,0.25056744413934,0.009646434280341,0.230605190810195,0.31939904944019,0.01091320385432237,0.348902906064325,0.39759536321391,0.0019295393732118146,0.41705168694628747,0.41450716949945,0.0033207160043976108,0.4213305010461575,0.42353462032337,0.0029179711063607584,0.2552479046864875,0.38672754704814,0.008864704897235,0,0,1,1
2025-09-18,7,10,1,3,"Erwartung, Interesse, Überraschung",5.7661516320947,4.31709168933226,0.1496631480412716,2,regulation,1,47,0.512127012074882,0.42829925418172,0.0027928342441873506,0.0792794417363826,0.11323890311166,0.003984307227526485,0.15291107926544698,0.25713198964135,0.005993531120965084,0.36553490623856594,0.4283432821955,0.001975046281502539,0.43900415772192,0.42874131380082,0.0008438711241220394,0.458043373721276,0.42856726603078,0.001317203494616182,0.38666655958392404,0.4320293832703,0.005492264388703897,1,1,1,0
2025-09-18,8,19,1,1,Erleichterung,5.8607290448011,4.043579197213266,0.18538082703217343,3,kognition,1,37,0.45142175575153004,0.43283048384479,0.0013373939867285106,0.153728929618563,0.19710655300501,0.011140220230794832,0.18943198531825367,0.252424304882,0.006879574849970242,0.4300294882280533,0.40986432057291,0.006299101358586371,0.3785063388774233,0.42659219329726,0.004645897841279989,0.44446718221043335,0.42379707973384,0.0016630672878299956,0.42022228841446996,0.42486669831163,0.0024007954759426554,0,0,0,1
2025-09-19,9,4,0,0,,6.0404178494685,2.86315510156418,0.9421114608125772,3,kognition,1,47,0.15228573507831392,0.58443800927355,0.3473681607112772,-0.013263737839942596,-0.0085129645696039,0.015849260823032747,0.018351829963885995,0.18604972274332,0.04372506627202547,0.08487013871602059,0.28537747305456,0.08383919578113362,0.151931408392936,0.49383253983199,0.13585351125300785,0.158492213520872,0.43535814467547,0.11451453693563333,0.18250574466027197,0.32999142221814,0.14642427281829792,0,0,0,0
2025-09-19,9,6,0,0,,6.2727849655881,2.8401783451516747,0.8208213859694931,3,performanz,1,27,0.293260553738075,0.45185815069592,0.09505030754609037,0.17948330559510775,0.19767026862077,0.022895520438858452,0.032503402211372504,0.14670721279628,0.0343391737422726,0.234539903312145,0.40602145001269,0.10226045468013968,0.26579669638984,0.40976982483493,0.06304054116826502,0.10959342783020748,0.52045652220566,0.3177900088836043,0.2632584975630915,0.36274614150352,0.038371741205649054,0,0,0,0
2025-09-19,9,11,1,1,Interesse,5.6381758034661,2.41961913075499,0.3957152437561072,4,regulation,1,28,0.36282311062788997,0.4355592005863,0.05847700230682347,0.1056051135631918,0.17589906993895,0.010346195887381612,0.049263789864374,0.076837762918215,0.012501387838141063,0.39714275414396194,0.43067729036606,0.009226482696850669,0.35266605009464563,0.42808006427888,0.05126087931442702,0.44630935859411797,0.44746178765632,0.003179495662128288,0.46571522613252797,0.45219751176797,0.011599110435203194,1,0,0,0
2025-09-19,9,20,0,0,,5.8379422163586,3.4818548430184806,0.1613424511692212,2,performanz,1,34,0.528045034614594,0.42403702670585,0.0030091531059604753,0.0811576714164466,0.11646397973362,0.006209060868736531,0.173190053051472,0.30660559239064,0.007361347743356754,0.344910942076316,0.41679780540376,0.0022360520614256143,0.426566492444974,0.42156766327094,0.000414621338517558,0.454360375614798,0.43033507915713,0.0028003652301557716,0.388823896420914,0.4195120267736,0.004000786201139818,0,0,0,0
2025-09-19,9,24,1,2,"Erleichterung, Interesse",5.8345903479819,3.5007098992720804,0.26033081913325035,3,kognition,1,40,0.474743295185876,0.42966182748493,0.017601426435454058,0.1167265415320516,0.15793612253109,0.01056385794370394,0.19187325291715557,0.31064822458708,0.007653397863057754,0.34875621970772397,0.40526340587951,0.0027281633328451885,0.396006274255522,0.42586888923283,0.008461145520598738,0.44106228675194004,0.42308120901458,0.0030415173570200417,0.42826622776509604,0.41151026664762,0.01772262693790939,1,0,0,1
2025-09-22,1,2,1,2,"Erleichterung, Interesse",5.7385340594605,3.6104835920823,0.18189358478891837,2,performanz,1,43,0.542894483891774,0.43266463240139,0.0035726484512513313,0.08104951881704839,0.13416774119697,0.010637645014051744,0.16023334433337202,0.27449163831336,0.0005016280514621938,0.329272657265898,0.41266492919998,0.0013165180510398163,0.419586832882788,0.43170039887983,0.005248055826936271,0.489553102612916,0.43433546890076,0.007184854486416538,0.340286657580886,0.41730841191583,0.004623926306205542,1,0,0,1
2025-09-22,2,13,0,0,,5.6846745131591,3.4082179349508204,0.24132627140999047,1,regulation,1,43,0.6024910272558559,0.4287193433441,0.0070458825382580925,0.08015600523148639,0.1038054291507,0.008427738415021287,0.154858166949335,0.25992729594585,0.012617605677316124,0.306731384340322,0.41976478027245,0.007473592198532672,0.42749180922471197,0.42994613979294,0.0016552630387153058,0.412341238227964,0.43366020262648,0.0023776782092203457,0.3185834139516558,0.43444345420273,0.018640609195584558,0,0,0,0
2025-09-22,2,16,1,1,Interesse,5.9672085942233,3.511106132792,0.23542612882324257,2,kognition,1,48,0.53399570879529,0.41939183702689,0.004963228018239931,0.20852110558962075,0.24195625927392,0.009213419477739664,0.295319194663634,0.31240122836645,0.014157325391631106,0.3810187800420375,0.39729103820215,0.0003944544549963634,0.38244707827448754,0.41770218584672,0.0018390961079255987,0.40912544377107996,0.40776166596948,0.002290796765054325,0.26438254937656247,0.41156398673229,0.02256714191711102,1,0,0,0
2025-09-22,2,20,0,0,,5.8611502652876,4.220917692602833,0.13898742054930252,2,kognition,1,28,0.51163337607565,0.42600281188211,0.0008431191160257976,0.14558793667197967,0.2417536603434,0.0055204303017692925,0.1867035679578,0.31750022526204,0.008351409478760835,0.3597461560298367,0.39548478071283,0.0009329897318328567,0.4429618010133333,0.41764974039734,0.0001698856049716731,0.44422270482576004,0.41362839689407,0.0012317062641097954,0.3740169854480033,0.39665980197181,0.0022679625734784345,0,0,0,0
2025-09-22,2,21,1,1,Interesse,6.0475621923164,4.131564915256225,0.12598462479960618,2,performanz,1,33,0.3955112423940875,0.39480922756465,0.0011619559978936964,0.227087763764525,0.31881025724474,0.0027077909378117535,0.20254338772681774,0.32347048200842,0.010044108971453098,0.43702545735978254,0.40149920327459,0.00014776812980310533,0.37440829505079,0.39368672377051,0.000626549037524138,0.4593378653796475,0.40243086786204,0.0002425597814348922,0.4392459341505275,0.39963456276153,0.0009413928299768587,1,0,0,0
2025-09-22,2,23,1,1,Interesse,5.9709938396431,3.5982175747206995,0.2116196772929723,4,kognition,1,41,0.473378582389432,0.42205546884134,0.00689649083790705,0.1346358360534478,0.24293008653836,0.010498765095626434,0.1651947349190514,0.29722273368672,0.012633883240205696,0.38996962783778405,0.40623112996792,0.005615970469769969,0.410782482764864,0.41631982913779,0.003683394702145566,0.46516855686860403,0.41342593949631,0.0013462409328370802,0.38536702536915396,0.40650032324821,0.004108142539089943,1,0,0,0
2025-09-23,4,8,0,0,,6.1137310402592,3.79889094010136,0.13095708287943963,3,performanz,1,39,0.46043864239795,0.39512088975467,0.004569573526254668,0.1907612136143332,0.29792686219324,0.004294375692657819,0.286819052529922,0.35890701197259,0.0005859612336783087,0.410757363581554,0.39633122243391,0.0031008142639277593,0.3756335182585,0.39212237843069,0.0008502528252053237,0.45958172915562995,0.39766870665199,0.00028552410660340037,0.362144402351322,0.39663932597629,0.0034632559079651425,0,0,0,0
2025-09-24,5,4,1,1,Erleichterung,5.581443673912,2.55271240450058,0.14307327130138414,3,kognition,1,28,0.5344745598520421,0.46900610890987,0.0038984836405376528,0.0378964431293754,0.0,0.00013024931866768394,0.12644546955627997,0.17952457081996,0.003415917336492548,0.33015671122516393,0.40510194418616,0.004002534814444174,0.46244962457432004,0.44744777563555,0.0026271556701432026,0.47238307624555603,0.45686794573445,0.0032546920430226384,0.36114390600104,0.41803731656425,0.0031409281375715734,0,0,0,1
2025-09-24,5,6,1,1,Erleichterung,5.6198046225292,3.039068395917,0.11758860232412303,3,kognition,1,27,0.5193331447722,0.45178455116066,0.0018968938858123828,0.072690614246936,0.049947014234502,0.0011342749090404235,0.114228390007445,0.13573581157103,0.0017359966838622145,0.31453959809765253,0.41832829065717,0.002907243733629272,0.4868513371173975,0.45017568996728,0.001811771322748988,0.3869755344393375,0.4413945241541,0.002492664036951696,0.46088795417015754,0.44998045420973,0.0018482348244957775,0,0,0,1
2025-09-24,5,10,1,4,"Erleichterung, Erwartung, Interesse, Überraschung",5.7537392419863,3.395407432660075,0.13983003324889742,2,kognition,1,47,0.5498718857507601,0.43187694210552,0.0044388028490378335,0.0479900310250665,0.045931368541293,0.0012202828288861234,0.2098790057466775,0.34704158229303,0.003343679986591968,0.294055341185625,0.40183622868501,0.0018208602947209385,0.42848368326433,0.43071804630455,0.0029331848049924765,0.503071967563775,0.43116650374923,0.004080346650866137,0.32951791808468756,0.3975378426995,0.0017152807832922798,1,1,1,1
2025-09-24,6,7,0,0,,5.5384610838443,3.465394127428967,0.15421173992946247,2,kognition,1,22,0.5097590336627267,0.47220535310945,0.004330623177168337,0.01672593004288667,-0.060930574698626,0.001636256255141571,0.08960864349907231,0.21032590219854,0.008568724292265595,0.3647856875745266,0.39370468493982,0.005013356849812454,0.4366144284035233,0.45401903515596,0.00011331383632134663,0.48257978603711,0.4581006680817,0.000332366677585093,0.38918531716488336,0.39758783683609,0.0037866196437777704,0,0,0,0
2025-09-24,6,13,0,0,,5.7941831080754,3.1257601185823,0.28105938461106117,1,performanz,1,44,0.579042657835394,0.42739515403426,0.0011779294628469403,0.14073990096450842,0.18631899709198,0.02090656112337194,0.24075601933355664,0.30446310003127,0.016433122326914882,0.326995094466312,0.39350376346751,0.001270864677752413,0.41173802915642,0.4230292161402,0.0014534308597315294,0.391182287188936,0.42997917080963,0.0074972458398853085,0.2801067315214844,0.41380716006356,0.030255223387445396,0,0,0,0
2025-09-24,6,14,1,1,Interesse,5.5818374363445,3.5615681914855997,0.18840368278949937,2,methodik,1,38,0.5532005635062966,0.44850270199485,0.009679435930488998,0.027401339529895635,0.0,0.00032413486506220206,0.15165034889757667,0.23532910396242,0.0001105355151287882,0.30667835195453663,0.40577471717943,0.006223102129351867,0.4047347529298633,0.45030397522202,0.008101912291388775,0.5025384549427834,0.44577260222198,0.008308554761369413,0.3525788331786967,0.42109613153899,0.0027482721958562582,1,0,0,0
2025-09-24,6,22,1,2,"Erleichterung, Interesse",5.7635567900875,3.80921575495345,0.11911954006306381,2,kognition,1,41,0.507259973413265,0.43535132929561,0.0022448236506287544,0.060626264351211254,0.066826201993388,0.0012786373076475682,0.15919354524310025,0.297966113509,0.0024669206965056353,0.32985279404185003,0.40694998951232,0.0039934166465151865,0.4253693795683025,0.43192418061116,0.0003083998729505443,0.485489829139915,0.4317478265521,0.00064344209824385,0.41717144150752,0.42266207121581,0.003253824552344324,1,0,0,1
2025-09-25,7,9,1,3,"Erleichterung, Interesse, Überraschung",5.7973533327351,4.33252055006895,0.14935932366599036,1,kognition,1,29,0.48638546275777,0.42930489416242,0.00021797450552036383,0.23905687899578,0.26080318614491,0.015647440119145282,0.1128433897243125,0.21471155957381,0.0042778316182786255,0.365983760689305,0.39852843289668,0.0005831030910576751,0.416430705657565,0.42698599897979,0.0011170902251400273,0.431856982291515,0.42213575451455,8.594713451739337e-06,0.421159631266605,0.42688868794763,0.00045617329336835943,1,1,0,1
2025-09-25,7,10,1,3,"Erleichterung, Erwartung, Interesse",5.8534003028605,3.9047615421746746,0.16039864707468554,3,performanz,1,44,0.47937162528668253,0.42386486579459,0.0040748930927181235,0.07571758889623599,0.14143188939675,0.006265660476910611,0.17275785245167674,0.3073977393959,0.004538423029882621,0.409655738295125,0.41772681086931,0.0049349501337507,0.3900436684527625,0.42227883219351,0.002284167424422625,0.47146152327010504,0.42521790021893,0.00168605490166424,0.40824457273591996,0.41498607917362,0.001943576924040603,1,0,1,1
2025-09-25,7,15,1,2,"Erleichterung, Interesse",5.7432746804809,3.74971637245355,0.12775136714069685,1,kognition,1,41,0.554990535850055,0.43721685990524,0.0001823297929226586,0.10670702795573576,0.14187083374236,0.0067755219710706254,0.173154039033875,0.25089979038483,0.003254003467569447,0.33090071780956,0.4090456665981,0.0018374862854694221,0.42409281180010505,0.43190133090378,0.0005927426304254593,0.4370471841029075,0.43583844126425,0.0009937732024161657,0.3923401173876376,0.42655320058009,0.002684554456443342,1,0,0,1
2025-09-25,8,16,1,1,Interesse,5.8300939909177,3.7352242959931004,0.13095434812612233,3,performanz,1,42,0.4666365661422525,0.42697531566543,0.0033493357759995764,0.06796029702617826,0.12787591444873,0.0013044516857822917,0.1881615601174925,0.26526911767404,0.0029690689257046055,0.36286476222328745,0.4261934277818,0.00346143701423337,0.38758330485852,0.41906035712273,0.0014154560050448045,0.5226998704848476,0.43315332431008,0.001111121710502879,0.41226881735732746,0.43138668488961,0.003538170175870114,1,0,0,0
2025-09-25,8,18,0,0,,5.7265193758452,3.30676837762842,0.2635214397716539,4,kognition,1,37,0.38291850617933404,0.44601298496945,0.009812090642146862,0.1832707158976936,0.2119511675603,0.025597147101237828,0.12181604464867132,0.16852773185805,0.01112459807487248,0.433103403418008,0.42067889392471,0.006161647114891042,0.37904012873948195,0.42230616992437,0.012536723962988763,0.453372473798742,0.43202572824115,0.0025037258041053566,0.44575731900050997,0.43102734028981,0.0017076165190830904,0,0,0,0
