id,teilnehmer_id,zeitpunkt,x_kognition,y_sozial,z_affektiv,h_bedeutung,dh_dt,cluster_id,stabilitaet_score,transitions_marker,bemerkung
150,21,2025-11-03 17:10:00,2.4,1.25,2.5,2.0,0.0,2,0.678333,⚖️ Homöostatisch,K:2.40 S:1.25 A:2.50 h:2.00 Δh:0.00
151,16,2025-11-03 17:10:00,2.2,1.0,2.5,1.81818,0.363636,2,0.58,🌊 Transformativ,K:2.20 S:1.00 A:2.50 h:1.82 Δh:0.36
152,23,2025-11-03 17:10:00,2.0,1.75,1.5,1.81818,-0.272727,2,0.958333,🔄 Koordinativ,K:2.00 S:1.75 A:1.50 h:1.82 Δh:-0.27
153,3,2025-11-04 15:35:00,1.8,1.25,1.5,1.54545,0.454545,2,0.949444,🌊 Transformativ,K:1.80 S:1.25 A:1.50 h:1.55 Δh:0.45
154,8,2025-11-04 17:10:00,2.6,2.5,3.0,2.63636,0.545455,3,0.953333,⚡ Perturbativ,K:2.60 S:2.50 A:3.00 h:2.64 Δh:0.55
155,5,2025-11-04 17:10:00,1.4,2.5,1.5,1.66667,-0.047619,2,0.753333,⚖️ Homöostatisch,K:1.40 S:2.50 A:1.50 h:1.67 Δh:-0.05
156,9,2025-11-04 17:10:00,1.2,2.0,1.5,1.54545,0.272727,2,0.891111,🔄 Koordinativ,K:1.20 S:2.00 A:1.50 h:1.55 Δh:0.27
157,10,2025-11-06 15:34:11,1.4,1.0,1.0,1.18182,0.181818,1,0.964444,🔄 Koordinativ,K:1.40 S:1.00 A:1.00 h:1.18 Δh:0.18
158,15,2025-11-06 15:34:29,2.6,2.25,3.0,2.54545,0.0909091,3,0.906111,🌱 Adaptiv (resilient),K:2.60 S:2.25 A:3.00 h:2.55 Δh:0.09
159,9,2025-11-06 15:35:00,1.8,1.75,1.5,1.72727,0.181818,2,0.982778,🔄 Koordinativ,K:1.80 S:1.75 A:1.50 h:1.73 Δh:0.18
161,15,2025-11-06 15:35:00,3.6,1.5,2.5,2.63636,0.0909091,3,0.264444,🌱 Adaptiv,K:3.60 S:1.50 A:2.50 h:2.64 Δh:0.09
160,10,2025-11-06 16:51:46,1.4,1.0,1.0,1.18182,0.0,1,0.964444,⚖️ Homöostatisch (resilient),K:1.40 S:1.00 A:1.00 h:1.18 Δh:0.00
162,18,2025-11-06 17:10:00,2.8,3.25,3.5,3.09091,0.454545,3,0.916111,🌊 Transformativ,K:2.80 S:3.25 A:3.50 h:3.09 Δh:0.45
163,16,2025-11-06 17:10:00,1.2,1.0,1.0,1.09091,-0.727273,1,0.991111,⚡ Perturbativ,K:1.20 S:1.00 A:1.00 h:1.09 Δh:-0.73
164,19,2025-11-06 17:10:00,2.2,1.75,1.5,1.90909,-0.727273,2,0.916111,⚡ Perturbativ,K:2.20 S:1.75 A:1.50 h:1.91 Δh:-0.73
165,17,2025-11-06 17:10:00,2.4,1.75,2.5,2.18182,-0.0909091,2,0.889444,🌱 Adaptiv (resilient),K:2.40 S:1.75 A:2.50 h:2.18 Δh:-0.09
166,22,2025-11-06 17:10:00,1.8,1.0,2.0,1.54545,-0.636364,2,0.813333,⚡ Perturbativ,K:1.80 S:1.00 A:2.00 h:1.55 Δh:-0.64
167,6,2025-11-07 15:35:00,2.0,2.0,2.0,2.0,-0.545455,2,1.0,⚡ Perturbativ,K:2.00 S:2.00 A:2.00 h:2.00 Δh:-0.55
168,11,2025-11-07 15:35:00,1.6,1.25,1.5,1.45455,-1.0,1,0.978333,💥 Kollapsiv,K:1.60 S:1.25 A:1.50 h:1.45 Δh:-1.00
169,24,2025-11-07 15:35:00,2.4,2.0,3.0,2.36364,0.636364,3,0.831111,⚡ Perturbativ,K:2.40 S:2.00 A:3.00 h:2.36 Δh:0.64
170,40,2025-11-10 15:35:00,1.8,2.75,2.0,2.18182,0.272727,2,0.832778,🔄 Koordinativ,K:1.80 S:2.75 A:2.00 h:2.18 Δh:0.27
172,2,2025-11-10 15:35:00,2.0,1.5,2.0,1.81818,-0.0909091,2,0.944444,🌱 Adaptiv (resilient),K:2.00 S:1.50 A:2.00 h:1.82 Δh:-0.09
171,43,2025-11-10 17:01:44,1.8,1.75,1.5,1.72727,-0.454545,2,0.982778,🌊 Transformativ,K:1.80 S:1.75 A:1.50 h:1.73 Δh:-0.45
173,21,2025-11-10 17:10:00,2.0,1.25,2.0,1.72727,-0.272727,2,0.875,🔄 Koordinativ,K:2.00 S:1.25 A:2.00 h:1.73 Δh:-0.27
174,16,2025-11-10 17:10:00,1.8,1.0,1.5,1.45455,0.363636,1,0.891111,🌊 Transformativ,K:1.80 S:1.00 A:1.50 h:1.45 Δh:0.36
175,23,2025-11-10 17:10:00,2.0,1.25,2.0,1.72727,-0.0909091,2,0.875,🌱 Adaptiv (resilient),K:2.00 S:1.25 A:2.00 h:1.73 Δh:-0.09
176,20,2025-11-10 17:10:00,2.0,1.25,2.0,1.72727,0.0,2,0.875,⚖️ Homöostatisch (resilient),K:2.00 S:1.25 A:2.00 h:1.73 Δh:0.00
177,3,2025-11-11 15:35:00,2.0,1.25,1.5,1.63636,0.0909091,2,0.902778,🌱 Adaptiv (resilient),K:2.00 S:1.25 A:1.50 h:1.64 Δh:0.09
178,42,2025-11-11 16:45:25,0.0,0.0,0.0,0.0,0.0,1,1.0,⚖️ Homöostatisch (resilient),K:0.00 S:0.00 A:0.00 h:0.00 Δh:0.00
179,15,2025-11-11 17:10:00,3.6,3.75,5.5,4.0,1.36364,3,0.256111,💥 Kollapsiv (instabil),K:3.60 S:3.75 A:5.50 h:4.00 Δh:1.36
180,8,2025-11-11 17:10:00,2.6,2.5,3.0,2.63636,0.0,3,0.953333,⚖️ Homöostatisch (resilient),K:2.60 S:2.50 A:3.00 h:2.64 Δh:0.00
181,9,2025-11-11 17:10:00,1.8,2.5,3.0,2.27273,0.545455,3,0.757778,⚡ Perturbativ,K:1.80 S:2.50 A:3.00 h:2.27 Δh:0.55
182,5,2025-11-11 17:10:00,2.6,2.75,2.0,2.54545,0.878788,3,0.895,💥 Kollapsiv,K:2.60 S:2.75 A:2.00 h:2.55 Δh:0.88
183,6,2025-11-12 15:35:00,2.0,2.0,2.0,2.0,0.0,2,1.0,⚖️ Homöostatisch (resilient),K:2.00 S:2.00 A:2.00 h:2.00 Δh:0.00
184,2,2025-11-12 15:35:00,2.0,2.0,2.5,2.09091,0.272727,2,0.944444,🔄 Koordinativ,K:2.00 S:2.00 A:2.50 h:2.09 Δh:0.27
185,10,2025-11-12 16:57:14,2.0,1.0,1.0,1.45455,0.272727,1,0.777778,🔄 Koordinativ,K:2.00 S:1.00 A:1.00 h:1.45 Δh:0.27
186,12,2025-11-12 17:10:00,1.0,1.0,1.0,1.0,-0.0909091,1,1.0,🌱 Adaptiv (resilient),K:1.00 S:1.00 A:1.00 h:1.00 Δh:-0.09
187,22,2025-11-12 17:10:00,2.4,1.25,3.0,2.09091,0.545455,2,0.472778,⚡ Perturbativ,K:2.40 S:1.25 A:3.00 h:2.09 Δh:0.55
189,13,2025-11-12 17:10:00,1.2,1.25,2.0,1.36364,0.0,1,0.866111,⚖️ Homöostatisch (resilient),K:1.20 S:1.25 A:2.00 h:1.36 Δh:0.00
190,5,2025-11-12 17:10:00,1.8,1.33333,1.5,1.6,-0.945455,2,0.962716,💥 Kollapsiv,K:1.80 S:1.33 A:1.50 h:1.60 Δh:-0.95
191,7,2025-11-12 17:10:00,1.6,1.0,2.0,1.45455,-0.181818,1,0.831111,🔄 Koordinativ,K:1.60 S:1.00 A:2.00 h:1.45 Δh:-0.18
188,42,2025-11-12 18:25:20,0.0,0.0,0.0,0.0,0.0,1,1.0,⚖️ Homöostatisch (resilient),K:0.00 S:0.00 A:0.00 h:0.00 Δh:0.00
192,15,2025-11-13 15:35:00,3.4,2.0,3.0,2.81818,-1.18182,3,0.653333,💥 Kollapsiv,K:3.40 S:2.00 A:3.00 h:2.82 Δh:-1.18
193,9,2025-11-13 15:35:00,2.4,1.5,2.0,2.0,-0.272727,2,0.864444,🔄 Koordinativ,K:2.40 S:1.50 A:2.00 h:2.00 Δh:-0.27
194,10,2025-11-13 16:48:41,1.0,1.0,1.0,1.0,-0.454545,1,1.0,🌊 Transformativ,K:1.00 S:1.00 A:1.00 h:1.00 Δh:-0.45
195,18,2025-11-13 17:10:00,3.2,2.0,2.5,2.63636,-0.454545,3,0.757778,🌊 Transformativ,K:3.20 S:2.00 A:2.50 h:2.64 Δh:-0.45
196,22,2025-11-13 17:10:00,2.0,1.25,2.5,1.81818,-0.272727,2,0.736111,🔄 Koordinativ,K:2.00 S:1.25 A:2.50 h:1.82 Δh:-0.27
197,16,2025-11-13 17:10:00,2.4,1.0,2.0,1.81818,0.363636,2,0.653333,🌊 Transformativ,K:2.40 S:1.00 A:2.00 h:1.82 Δh:0.36
198,19,2025-11-13 17:10:00,1.8,2.0,2.0,1.90909,0.0,2,0.991111,⚖️ Homöostatisch (resilient),K:1.80 S:2.00 A:2.00 h:1.91 Δh:0.00
199,4,2025-11-14 15:35:00,3.2,3.25,3.5,3.27273,1.18182,3,0.982778,💥 Kollapsiv,K:3.20 S:3.25 A:3.50 h:3.27 Δh:1.18
200,6,2025-11-14 15:35:00,2.0,2.0,2.0,2.0,0.0,2,1.0,⚖️ Homöostatisch (resilient),K:2.00 S:2.00 A:2.00 h:2.00 Δh:0.00
201,20,2025-11-14 15:35:00,2.0,1.25,2.0,1.72727,0.0,2,0.875,⚖️ Homöostatisch (resilient),K:2.00 S:1.25 A:2.00 h:1.73 Δh:0.00
202,24,2025-11-14 15:35:00,1.6,1.25,1.5,1.45455,-0.909091,1,0.978333,💥 Kollapsiv,K:1.60 S:1.25 A:1.50 h:1.45 Δh:-0.91
203,2,2025-11-17 15:35:00,2.0,2.0,1.5,1.90909,-0.181818,2,0.944444,🔄 Koordinativ,K:2.00 S:2.00 A:1.50 h:1.91 Δh:-0.18
204,43,2025-11-17 17:10:00,2.0,1.5,1.0,1.63636,-0.0909091,2,0.833333,🌱 Adaptiv (resilient),K:2.00 S:1.50 A:1.00 h:1.64 Δh:-0.09
205,21,2025-11-17 17:10:00,1.6,1.0,1.5,1.36364,-0.363636,1,0.931111,🌊 Transformativ,K:1.60 S:1.00 A:1.50 h:1.36 Δh:-0.36
206,20,2025-11-17 17:10:00,2.0,1.5,2.0,1.81818,0.0909091,2,0.944444,🌱 Adaptiv (resilient),K:2.00 S:1.50 A:2.00 h:1.82 Δh:0.09
207,23,2025-11-17 17:10:00,1.8,1.5,2.0,1.72727,0.0,2,0.957778,⚖️ Homöostatisch (resilient),K:1.80 S:1.50 A:2.00 h:1.73 Δh:0.00
208,24,2025-11-21 15:35:00,1.8,1.5,1.5,1.63636,0.181818,2,0.98,🔄 Koordinativ,K:1.80 S:1.50 A:1.50 h:1.64 Δh:0.18
209,4,2025-11-21 15:35:00,2.6,2.75,3.0,2.72727,-0.545455,3,0.972778,⚡ Perturbativ,K:2.60 S:2.75 A:3.00 h:2.73 Δh:-0.55
210,42,2025-11-21 16:48:55,0.0,0.0,0.0,0.0,0.0,1,1.0,⚖️ Homöostatisch (resilient),K:0.00 S:0.00 A:0.00 h:0.00 Δh:0.00
211,43,2025-11-24 15:35:00,2.0,1.25,2.0,1.72727,0.0909091,2,0.875,🌱 Adaptiv (resilient),K:2.00 S:1.25 A:2.00 h:1.73 Δh:0.09
212,43,2025-11-24 15:35:00,2.0,1.25,2.0,1.72727,0.0,2,0.875,⚖️ Homöostatisch (resilient),K:2.00 S:1.25 A:2.00 h:1.73 Δh:0.00
213,2,2025-11-24 15:35:00,1.4,2.25,1.0,1.63636,-0.272727,2,0.728333,🔄 Koordinativ,K:1.40 S:2.25 A:1.00 h:1.64 Δh:-0.27
214,21,2025-11-24 17:10:00,2.0,1.0,1.5,1.54545,0.181818,2,0.833333,🔄 Koordinativ,K:2.00 S:1.00 A:1.50 h:1.55 Δh:0.18
216,20,2025-11-24 17:10:00,1.6,1.5,1.5,1.54545,-0.272727,2,0.997778,🔄 Koordinativ,K:1.60 S:1.50 A:1.50 h:1.55 Δh:-0.27
217,23,2025-11-24 17:10:00,2.0,1.5,1.5,1.72727,0.0,2,0.944444,⚖️ Homöostatisch (resilient),K:2.00 S:1.50 A:1.50 h:1.73 Δh:0.00
215,16,2025-11-24 18:32:51,2.2,1.0,1.5,1.63636,-0.181818,2,0.757778,🔄 Koordinativ,K:2.20 S:1.00 A:1.50 h:1.64 Δh:-0.18
218,3,2025-11-25 15:35:00,1.4,1.25,1.5,1.36364,-0.272727,1,0.989444,🔄 Koordinativ,K:1.40 S:1.25 A:1.50 h:1.36 Δh:-0.27
219,45,2025-11-25 17:10:00,1.6,2.5,2.0,2.0,0.0,2,0.864444,⚖️ Homöostatisch (resilient),K:1.60 S:2.50 A:2.00 h:2.00 Δh:0.00
221,8,2025-11-25 17:10:00,3.0,2.5,3.5,2.9,0.263636,3,0.833333,🔄 Koordinativ,K:3.00 S:2.50 A:3.50 h:2.90 Δh:0.26
222,5,2025-11-25 17:10:00,1.2,2.0,1.0,1.4,-0.2,1,0.813333,🔄 Koordinativ,K:1.20 S:2.00 A:1.00 h:1.40 Δh:-0.20
224,9,2025-11-25 17:10:00,2.6,2.25,3.5,2.63636,0.636364,3,0.722778,⚡ Perturbativ,K:2.60 S:2.25 A:3.50 h:2.64 Δh:0.64
220,15,2025-11-25 18:27:51,3.0,2.75,2.0,2.72727,-0.0909091,3,0.819444,🌱 Adaptiv (resilient),K:3.00 S:2.75 A:2.00 h:2.73 Δh:-0.09
223,22,2025-11-25 18:32:25,1.8,1.5,2.0,1.72727,-0.0909091,2,0.957778,🌱 Adaptiv (resilient),K:1.80 S:1.50 A:2.00 h:1.73 Δh:-0.09
225,10,2025-11-26 15:35:00,1.6,1.0,1.5,1.36364,0.363636,1,0.931111,🌊 Transformativ,K:1.60 S:1.00 A:1.50 h:1.36 Δh:0.36
226,2,2025-11-26 15:35:00,1.8,1.75,1.5,1.72727,0.0909091,2,0.982778,🌱 Adaptiv (resilient),K:1.80 S:1.75 A:1.50 h:1.73 Δh:0.09
227,6,2025-11-26 15:35:00,2.4,2.25,2.5,2.36364,0.363636,3,0.989444,🌊 Transformativ,K:2.40 S:2.25 A:2.50 h:2.36 Δh:0.36
228,11,2025-11-26 15:35:00,2.6,2.0,1.5,2.18182,0.727273,2,0.797778,⚡ Perturbativ,K:2.60 S:2.00 A:1.50 h:2.18 Δh:0.73
229,14,2025-11-26 17:10:00,1.4,1.75,1.0,1.45455,0.272727,1,0.906111,🔄 Koordinativ,K:1.40 S:1.75 A:1.00 h:1.45 Δh:0.27
230,7,2025-11-26 17:10:00,2.6,1.5,3.0,2.27273,0.818182,3,0.597778,💥 Kollapsiv,K:2.60 S:1.50 A:3.00 h:2.27 Δh:0.82
231,22,2025-11-26 17:10:00,3.0,1.75,3.5,2.63636,0.909091,3,0.458333,💥 Kollapsiv,K:3.00 S:1.75 A:3.50 h:2.64 Δh:0.91
233,12,2025-11-26 17:10:00,1.2,1.0,1.5,1.18182,0.181818,1,0.957778,🔄 Koordinativ,K:1.20 S:1.00 A:1.50 h:1.18 Δh:0.18
232,5,2025-11-26 18:23:34,1.0,1.5,1.5,1.25,-0.15,1,0.944444,🌱 Adaptiv,K:1.00 S:1.50 A:1.50 h:1.25 Δh:-0.15
234,10,2025-11-27 15:35:00,1.8,1.0,1.5,1.45455,0.0909091,1,0.891111,🌱 Adaptiv (resilient),K:1.80 S:1.00 A:1.50 h:1.45 Δh:0.09
235,9,2025-11-27 16:51:04,1.4,1.75,1.5,1.54545,-1.09091,2,0.978333,💥 Kollapsiv,K:1.40 S:1.75 A:1.50 h:1.55 Δh:-1.09
236,4,2025-11-27 16:53:11,2.0,2.5,2.5,2.27273,-0.454545,3,0.944444,🌊 Transformativ,K:2.00 S:2.50 A:2.50 h:2.27 Δh:-0.45
237,16,2025-11-27 17:10:00,1.2,1.0,1.0,1.09091,-0.545455,1,0.991111,⚡ Perturbativ,K:1.20 S:1.00 A:1.00 h:1.09 Δh:-0.55
238,18,2025-11-27 17:10:00,2.2,1.25,2.0,1.81818,-0.818182,2,0.832778,💥 Kollapsiv,K:2.20 S:1.25 A:2.00 h:1.82 Δh:-0.82
239,19,2025-11-27 17:10:00,1.4,1.75,1.5,1.54545,-0.363636,2,0.978333,🌊 Transformativ,K:1.40 S:1.75 A:1.50 h:1.55 Δh:-0.36
240,4,2025-11-28 15:35:00,2.0,2.0,2.0,2.0,-0.272727,2,1.0,🔄 Koordinativ,K:2.00 S:2.00 A:2.00 h:2.00 Δh:-0.27
243,24,2025-11-28 15:35:00,2.2,2.25,2.5,2.27273,0.636364,3,0.982778,⚡ Perturbativ,K:2.20 S:2.25 A:2.50 h:2.27 Δh:0.64
241,42,2025-11-28 16:44:15,2.2,1.75,3.0,2.18182,2.18182,2,0.732778,💥 Kollapsiv,K:2.20 S:1.75 A:3.00 h:2.18 Δh:2.18
242,11,2025-11-28 16:45:47,2.0,2.25,2.5,2.18182,0.0,2,0.958333,⚖️ Homöostatisch (resilient),K:2.00 S:2.25 A:2.50 h:2.18 Δh:0.00
244,20,2025-11-28 16:47:26,1.2,1.25,1.0,1.18182,-0.363636,1,0.988333,🌊 Transformativ,K:1.20 S:1.25 A:1.00 h:1.18 Δh:-0.36
245,5,2025-12-02 17:10:00,1.4,2.0,1.0,1.5,0.25,2,0.831111,🔄 Koordinativ,K:1.40 S:2.00 A:1.00 h:1.50 Δh:0.25
246,9,2025-12-02 17:10:00,1.6,2.0,2.5,1.90909,0.363636,2,0.864444,🌊 Transformativ,K:1.60 S:2.00 A:2.50 h:1.91 Δh:0.36
247,8,2025-12-02 17:10:00,2.0,2.0,2.5,2.09091,-0.809091,2,0.944444,💥 Kollapsiv,K:2.00 S:2.00 A:2.50 h:2.09 Δh:-0.81
248,45,2025-12-02 17:10:00,2.0,1.25,2.5,1.81818,-0.181818,2,0.736111,🔄 Koordinativ,K:2.00 S:1.25 A:2.50 h:1.82 Δh:-0.18
249,11,2025-12-03 15:35:00,2.2,1.5,1.5,1.81818,-0.363636,2,0.891111,🌊 Transformativ,K:2.20 S:1.50 A:1.50 h:1.82 Δh:-0.36
250,2,2025-12-03 15:35:00,2.4,1.25,2.0,1.90909,0.181818,2,0.772778,🔄 Koordinativ,K:2.40 S:1.25 A:2.00 h:1.91 Δh:0.18
251,6,2025-12-03 15:35:00,2.0,2.0,2.0,2.0,-0.363636,2,1.0,🌊 Transformativ,K:2.00 S:2.00 A:2.00 h:2.00 Δh:-0.36
252,10,2025-12-03 15:35:00,1.8,1.0,1.0,1.36364,-0.0909091,1,0.857778,🌱 Adaptiv (resilient),K:1.80 S:1.00 A:1.00 h:1.36 Δh:-0.09
253,14,2025-12-03 17:10:00,1.4,1.5,1.0,1.36364,-0.0909091,1,0.953333,🌱 Adaptiv (resilient),K:1.40 S:1.50 A:1.00 h:1.36 Δh:-0.09
254,22,2025-12-03 17:10:00,2.2,1.25,2.0,1.81818,-0.818182,2,0.832778,💥 Kollapsiv,K:2.20 S:1.25 A:2.00 h:1.82 Δh:-0.82
255,10,2025-12-04 15:35:00,1.2,1.25,1.5,1.27273,-0.0909091,1,0.982778,🌱 Adaptiv (resilient),K:1.20 S:1.25 A:1.50 h:1.27 Δh:-0.09
256,9,2025-12-04 16:42:55,1.6,1.5,1.0,1.45455,-0.454545,1,0.931111,🌊 Transformativ,K:1.60 S:1.50 A:1.00 h:1.45 Δh:-0.45
257,8,2025-12-04 16:52:36,1.8,1.5,1.5,1.63636,-0.454545,2,0.98,🌊 Transformativ,K:1.80 S:1.50 A:1.50 h:1.64 Δh:-0.45
258,18,2025-12-04 17:10:00,2.0,1.25,2.0,1.72727,-0.0909091,2,0.875,🌱 Adaptiv (resilient),K:2.00 S:1.25 A:2.00 h:1.73 Δh:-0.09
259,16,2025-12-04 17:10:00,1.2,1.0,1.0,1.09091,0.0,1,0.991111,⚖️ Homöostatisch (resilient),K:1.20 S:1.00 A:1.00 h:1.09 Δh:0.00
260,19,2025-12-04 17:10:00,1.8,1.75,1.5,1.72727,0.181818,2,0.982778,🔄 Koordinativ,K:1.80 S:1.75 A:1.50 h:1.73 Δh:0.18
261,17,2025-12-04 17:10:00,3.0,3.0,3.0,3.0,0.818182,3,1.0,💥 Kollapsiv,K:3.00 S:3.00 A:3.00 h:3.00 Δh:0.82
262,22,2025-12-04 17:10:00,1.8,1.5,2.0,1.72727,-0.0909091,2,0.957778,🌱 Adaptiv (resilient),K:1.80 S:1.50 A:2.00 h:1.73 Δh:-0.09
263,20,2025-12-05 15:35:00,1.8,1.25,1.5,1.54545,0.363636,2,0.949444,🌊 Transformativ,K:1.80 S:1.25 A:1.50 h:1.55 Δh:0.36
267,24,2025-12-05 15:35:00,2.8,2.0,2.5,2.45455,0.181818,3,0.891111,🔄 Koordinativ,K:2.80 S:2.00 A:2.50 h:2.45 Δh:0.18
264,11,2025-12-05 16:45:19,1.4,1.75,1.5,1.54545,-0.272727,2,0.978333,🔄 Koordinativ,K:1.40 S:1.75 A:1.50 h:1.55 Δh:-0.27
265,6,2025-12-05 16:45:28,2.0,2.0,2.0,2.0,0.0,2,1.0,⚖️ Homöostatisch (resilient),K:2.00 S:2.00 A:2.00 h:2.00 Δh:0.00
266,42,2025-12-05 16:47:10,2.2,1.5,2.0,1.90909,-0.272727,2,0.913333,🔄 Koordinativ,K:2.20 S:1.50 A:2.00 h:1.91 Δh:-0.27
268,2,2025-12-08 15:35:00,2.0,2.25,1.5,2.0,0.0909091,2,0.902778,🌱 Adaptiv (resilient),K:2.00 S:2.25 A:1.50 h:2.00 Δh:0.09
269,43,2025-12-08 15:35:00,1.8,1.25,1.5,1.54545,-0.181818,2,0.949444,🔄 Koordinativ,K:1.80 S:1.25 A:1.50 h:1.55 Δh:-0.18
270,43,2025-12-08 15:35:00,1.8,1.25,1.5,1.54545,0.0,2,0.949444,⚖️ Homöostatisch (resilient),K:1.80 S:1.25 A:1.50 h:1.55 Δh:0.00
271,21,2025-12-08 17:10:00,1.4,1.25,1.0,1.27273,-0.272727,1,0.972778,🔄 Koordinativ,K:1.40 S:1.25 A:1.00 h:1.27 Δh:-0.27
272,20,2025-12-08 17:10:00,2.0,1.5,2.0,1.81818,0.272727,2,0.944444,🔄 Koordinativ,K:2.00 S:1.50 A:2.00 h:1.82 Δh:0.27
273,23,2025-12-08 17:10:00,2.0,1.75,2.0,1.90909,0.181818,2,0.986111,🔄 Koordinativ,K:2.00 S:1.75 A:2.00 h:1.91 Δh:0.18
274,16,2025-12-08 18:25:18,1.2,1.0,1.0,1.09091,0.0,1,0.991111,⚖️ Homöostatisch (resilient),K:1.20 S:1.00 A:1.00 h:1.09 Δh:0.00
275,8,2025-12-09 17:10:00,2.6,2.0,2.5,2.36364,0.727273,3,0.931111,⚡ Perturbativ,K:2.60 S:2.00 A:2.50 h:2.36 Δh:0.73
276,9,2025-12-09 17:10:00,2.4,2.25,1.5,2.18182,0.727273,2,0.845,⚡ Perturbativ,K:2.40 S:2.25 A:1.50 h:2.18 Δh:0.73
277,45,2025-12-09 17:10:00,1.6,1.25,2.0,1.54545,-0.272727,2,0.906111,🔄 Koordinativ,K:1.60 S:1.25 A:2.00 h:1.55 Δh:-0.27
278,47,2025-12-09 18:29:00,2.6,1.5,2.0,2.09091,0.0,2,0.797778,⚖️ Homöostatisch,K:2.60 S:1.50 A:2.00 h:2.09 Δh:0.00
279,2,2025-12-10 15:35:00,3.0,2.0,2.5,2.54545,0.545455,3,0.833333,⚡ Perturbativ,K:3.00 S:2.00 A:2.50 h:2.55 Δh:0.55
280,10,2025-12-10 15:35:00,1.8,1.0,1.0,1.36364,0.0909091,1,0.857778,🌱 Adaptiv (resilient),K:1.80 S:1.00 A:1.00 h:1.36 Δh:0.09
281,11,2025-12-10 15:35:00,1.6,1.5,1.5,1.54545,0.0,2,0.997778,⚖️ Homöostatisch (resilient),K:1.60 S:1.50 A:1.50 h:1.55 Δh:0.00
282,6,2025-12-10 15:35:00,2.0,2.0,2.0,2.0,0.0,2,1.0,⚖️ Homöostatisch (resilient),K:2.00 S:2.00 A:2.00 h:2.00 Δh:0.00
283,14,2025-12-10 17:10:00,1.8,1.25,1.5,1.54545,0.181818,2,0.949444,🔄 Koordinativ,K:1.80 S:1.25 A:1.50 h:1.55 Δh:0.18
284,7,2025-12-10 17:10:00,1.2,1.0,1.0,1.09091,-1.18182,1,0.991111,💥 Kollapsiv,K:1.20 S:1.00 A:1.00 h:1.09 Δh:-1.18
291,12,2025-12-10 17:10:00,1.2,1.25,1.0,1.18182,0.0,1,0.988333,⚖️ Homöostatisch (resilient),K:1.20 S:1.25 A:1.00 h:1.18 Δh:0.00
292,22,2025-12-10 17:10:00,2.2,2.0,2.5,2.18182,0.454545,2,0.957778,🌊 Transformativ,K:2.20 S:2.00 A:2.50 h:2.18 Δh:0.45
285,15,2025-12-10 18:27:14,3.6,3.0,4.0,3.45455,0.727273,3,0.831111,⚡ Perturbativ,K:3.60 S:3.00 A:4.00 h:3.45 Δh:0.73
286,5,2025-12-10 18:27:20,1.8,1.66667,0.0,1.75,0.25,2,0.329383,🔄 Koordinativ,K:1.80 S:1.67 A:0.00 h:1.75 Δh:0.25
287,42,2025-12-10 18:27:22,0.0,0.0,0.0,0.0,-1.90909,1,1.0,💥 Kollapsiv,K:0.00 S:0.00 A:0.00 h:0.00 Δh:-1.91
288,42,2025-12-10 18:27:23,0.0,0.0,0.0,0.0,0.0,1,1.0,⚖️ Homöostatisch (resilient),K:0.00 S:0.00 A:0.00 h:0.00 Δh:0.00
289,42,2025-12-10 18:27:23,0.0,0.0,0.0,0.0,0.0,1,1.0,⚖️ Homöostatisch (resilient),K:0.00 S:0.00 A:0.00 h:0.00 Δh:0.00
290,42,2025-12-10 18:27:23,0.0,0.0,0.0,0.0,0.0,1,1.0,⚖️ Homöostatisch (resilient),K:0.00 S:0.00 A:0.00 h:0.00 Δh:0.00
293,42,2025-12-10 18:29:11,0.0,0.0,0.0,0.0,0.0,1,1.0,⚖️ Homöostatisch (resilient),K:0.00 S:0.00 A:0.00 h:0.00 Δh:0.00
294,10,2025-12-11 15:35:00,1.8,1.0,1.0,1.36364,0.0,1,0.857778,⚖️ Homöostatisch (resilient),K:1.80 S:1.00 A:1.00 h:1.36 Δh:0.00
296,42,2025-12-11 15:35:00,0.0,0.0,0.0,0.0,0.0,1,1.0,⚖️ Homöostatisch (resilient),K:0.00 S:0.00 A:0.00 h:0.00 Δh:0.00
295,9,2025-12-11 16:48:38,2.0,1.25,1.5,1.63636,-0.545455,2,0.902778,⚡ Perturbativ,K:2.00 S:1.25 A:1.50 h:1.64 Δh:-0.55
297,15,2025-12-11 16:52:16,2.6,1.75,2.5,2.27273,-1.18182,3,0.856111,💥 Kollapsiv,K:2.60 S:1.75 A:2.50 h:2.27 Δh:-1.18
298,19,2025-12-11 17:10:00,1.8,2.0,2.0,1.90909,0.181818,2,0.991111,🔄 Koordinativ,K:1.80 S:2.00 A:2.00 h:1.91 Δh:0.18
299,17,2025-12-11 17:10:00,2.4,2.25,2.5,2.36364,-0.636364,3,0.989444,⚡ Perturbativ,K:2.40 S:2.25 A:2.50 h:2.36 Δh:-0.64
300,22,2025-12-11 17:10:00,2.2,1.75,2.0,2.0,-0.181818,2,0.966111,🔄 Koordinativ,K:2.20 S:1.75 A:2.00 h:2.00 Δh:-0.18
301,43,2026-01-12 15:35:00,1.4,1.5,1.5,1.45455,-0.0909091,1,0.997778,🌱 Adaptiv (resilient),K:1.40 S:1.50 A:1.50 h:1.45 Δh:-0.09
302,18,2026-01-15 17:10:00,3.0,2.25,2.5,2.63636,0.909091,3,0.902778,💥 Kollapsiv,K:3.00 S:2.25 A:2.50 h:2.64 Δh:0.91
