gruppe_id,datum,n_lehrkraft_records,satzanzahl_sum,semantische_breite,d_semantisch_mean,d_semantisch_std,polaritaet_index,dominanz_breite,mean_kognition,var_kognition,range_kognition,mean_sozial,var_sozial,range_sozial,mean_affektiv,var_affektiv,range_affektiv,mean_motivation,var_motivation,range_motivation,mean_methodik,var_methodik,range_methodik,mean_performanz,var_performanz,range_performanz,mean_regulation,var_regulation,range_regulation,varianzlast,dominante_dimension_calc,drift,dominanzwechsel,z_affektiv,kohaerenz,stabilitaet,dynamik,n_teilnehmer_records,tn_mean_kognition,tn_mean_sozial,tn_mean_affektiv,tn_mean_motivation,tn_mean_methodik,tn_mean_performanz,tn_mean_regulation,tn_d_semantisch_mean,emotion_valenz_mean,emotion_aktivierung_mean,emotion_anzahl_mean,tn_polaritaet_mean,tn_dominanz_breite,polaritaet_negativ,kohaerenzverlust,instabilitaet_group,risiko_score,risiko_klasse
0,2025-09-01,2,10,0.5163771794160038,2.9654634393259602,0.4313387257155502,0.80000000,3.0000,0.394237969209574,0.15263893407139073,0.83454853787009,0.1116128478561076,0.019016641118641434,0.3377524396162715,0.12968574951085265,0.013871818477319225,0.30883552559626715,0.286179662725919,0.02615546675333244,0.41270408298915,0.35894944945752505,0.05060129464029025,0.496811550018515,0.362615503467146,0.04797222464434108,0.45265085457476495,0.287703540810704,0.0369795911036869,0.43306325770377,0.04960513868700029,kognition,0.0,0,,,,,,,,,,,,,,,,,,,-0.8,,0.0,0.174381853687622,latent
0,2025-09-03,1,2,0.1747920042332535,3.98524947257735,0.21378146302835022,1.00000000,2.0000,0.44255428971491995,0.006632342317872779,0.16287838798161997,0.1244069508262345,0.010494715982942186,0.204887442103631,0.256707749315355,0.005340530981836983,0.14615787329921,0.368751224204965,0.0031287870926631034,0.11187112393576998,0.40716843328984,0.0035661033406763827,0.1194337195381,0.49286760721452505,0.00012225743699461453,0.022114017002310027,0.384096847561445,0.00126750759089166,0.07120414569087002,0.00436460639198253,performanz,0.23245033365471837,1,,,,,,,,,,,,,,,,,,,-1.0,,0.0,-0.2477221456953482,niedrig
0,2025-09-10,1,4,0.09801457393611038,4.18868351277585,0.5096205796843184,1.00000000,1.0000,0.5419861361768925,0.0009356091807626216,0.07620620797721006,0.08051257969720176,0.004774290083222786,0.16390963381997,0.11720765663334175,0.0010914105139831218,0.089652323223903,0.3496922752018675,0.0007721247873410354,0.07777770391858002,0.45303372917059,0.0007617628362704482,0.07688024663169002,0.43807764354249,0.00037641188742435676,0.04715878999789003,0.3962109731931525,0.0008952474148728769,0.08279767661975002,0.0013724081005538923,kognition,0.1920657304890072,1,,,,,,,,,,,,,,,,,,,-1.0,,0.0,-0.26318782138925667,niedrig
0,2025-09-11,1,5,0.2391674768462218,3.8918184162903997,0.39153357429601016,1.00000000,3.0000,0.5118854992352221,0.011208952914527706,0.25806913379379004,0.0798407686536282,0.011932020554530633,0.27722315102093803,0.226706110036152,0.002390773183453816,0.12809080822848,0.3799299222010021,0.017376366621648383,0.31020378678175,0.397643475385902,0.007478539394621439,0.21610920120494997,0.44699171575195995,0.002623755023773617,0.14667871199775007,0.34745946547998996,0.004190674288432448,0.18287401307312,0.008171583140141148,kognition,0.1390502667024358,0,,,,,,,,,,,,,,,,,,,-1.0,,0.0,-0.34272318820917647,niedrig
0,2025-09-15,2,10,0.5076858316172097,3.651786137346794,1.752260631294667,0.80000000,2.5000,0.433188832842442,0.08202467580144915,0.649344670905875,0.05674098700092781,0.012366475067372016,0.293017284168432,0.08744651902515782,0.011318948276541948,0.2957023306110075,0.290401169959372,0.04459910187487595,0.51152405725654,0.327869222001942,0.05261256897025413,0.485800331944925,0.352547456363964,0.08527225537290402,0.593344290090565,0.298048197100692,0.06098666891783297,0.60949453920884,0.04988295632589003,kognition,0.22442155509157008,0,,,,,,,,,,,,,,,,,,,-0.8,,0.0,1.3400568418646823,hoch
0,2025-09-16,1,5,0.1786116007867955,3.53644938225258,1.1795787607779697,1.00000000,3.0000,0.49033699465168007,0.0016428996320939668,0.11203702484190997,0.0988515430832172,0.003959362020784694,0.177903792304381,0.181402370917,0.009174929004770686,0.27046307322725,0.382746601222556,0.004279565659879756,0.17357004770421997,0.44522880086173605,0.005121381131967695,0.20874439005834,0.44528640306107603,0.0016019060656912655,0.10939128521045005,0.37680094797025,0.006122060420433546,0.24007062727127,0.004557443419374516,kognition,0.2257661862764227,0,,,,,,,,,,,,,,,,,,,-1.0,,0.0,0.17632773408224953,latent
0,2025-09-17,1,4,0.8541569114231593,3.252247039672375,0.5615522058422646,0.50000000,3.0000,0.25796472575018503,0.0762412379012659,0.70622316623945,0.042991218257686,0.015155269482422306,0.30982021713077,0.0023774949174115018,0.030271349157839963,0.42334896763733,0.20103242704868,0.10976315249977293,0.7709274518031699,0.25146364943079746,0.08399933648364954,0.6804801650413099,0.18665932237227,0.20553081507130871,1.0868814375054,0.2520321764819375,0.2086228687356915,1.1035374279003198,0.10422628990456441,kognition,0.4921253312722033,0,,,,,,,,,,,,,,,,,,,-0.5,,0.0,2.243865539015655,hoch
0,2025-09-18,1,5,0.6468506511227063,3.499214005632036,1.3720919721752083,0.60000000,3.0000,0.4246270343426309,0.046095255301860524,0.632401805632556,-0.013377662366457993,0.04291735002986426,0.58304051844743,0.1448911304407664,0.013728246004251854,0.326642878064048,0.23639410970694677,0.03245025084072248,0.515526451250646,0.307794063132004,0.061172533771600125,0.66468355966304,0.45318028662877996,0.000916439726399677,0.07783986905331003,0.155254216576674,0.22113568918317023,1.23724294691517,0.059773680693981306,performanz,0.36889954477890585,1,,,,,,,,,,,,,,,,,,,-0.6,,0.0,1.9179550475406881,hoch
0,2025-09-22,1,4,0.21833140080871485,4.034646371226675,0.37439786531497715,1.00000000,3.0000,0.5136079078108124,0.009784958049013803,0.26296233054142,0.10825234520466925,0.01354651751265765,0.27990628499108905,0.09776716161654049,0.008999799041500889,0.260710572955874,0.35526993497842996,0.005239373368097759,0.20299550452281,0.4539247769411925,0.001303956658949369,0.10195529919977997,0.42836481921908,0.0034469197564576297,0.1587994328704,0.3892241991137375,0.005347076192418591,0.20429929734420005,0.006809800082727956,kognition,0.3402580352117705,1,,,,,,,,,,,,,,,,,,,-1.0,,0.0,0.11566027084041047,latent
0,2025-09-24,1,4,0.4480844186340993,2.9747449310608127,1.390197679906834,1.00000000,2.0000,0.4006358737765875,0.08428991082382191,0.69074851535586,0.10522291489727151,0.0052933844336200304,0.166283414289388,0.115783454566975,0.032001807246476166,0.45475374300455,0.3526814998545975,0.011316549166305988,0.29484348983090003,0.3208838291027945,0.04810881041204932,0.513402080056402,0.43894889553407,0.003908481594376064,0.17178780152219997,0.4406776795803975,0.015860702546009298,0.3412164184572,0.028682806603236966,regulation,0.18320076925383652,1,,,,,,,,,,,,,,,,,,,-1.0,,0.0,0.7537999705000202,hoch
0,2025-09-25,1,5,0.7948190241471862,3.8346324031087398,0.7434111363616662,0.60000000,2.0000,0.352891143057652,0.0872472034035042,0.86467631175141,0.0530996815597526,0.019594637501905814,0.43948819159064,0.0770715435651526,0.04084730291964811,0.6091279104053999,0.210895419408838,0.09004868646442518,0.79053750235986,0.30062904343380004,0.07728000485312522,0.72473167436457,0.230734187951874,0.17213293763478113,1.08437078899845,0.216500607648174,0.1445865083688958,1.00800087053043,0.0902481830208979,kognition,0.3472999795604761,1,,,,,,,,,,,,,,,,,,,-0.6,,0.0,1.9003348426483542,hoch
0,2025-09-29,1,5,0.15573486640265377,3.1749999369246,0.5176329209456206,1.00000000,2.0000,0.47114685559323,0.007768096431110154,0.23145538449545006,0.0577955702926752,0.004515277808575905,0.173868752799004,0.16143526424347798,0.00018115468255819057,0.03827999700897,0.37126487346768805,0.0031749573480006586,0.15584986807787,0.380134577899482,0.0038034261371369268,0.18929483027677002,0.540512310600422,0.0025663487195856575,0.13651651609035997,0.387124901287792,0.002244087486484928,0.12440232747128999,0.00346476408763606,performanz,0.4221828145986814,1,,,,,,,,,,,,,,,,,,,-1.0,,0.0,0.2699346309291205,latent
0,2025-09-30,1,5,0.7517285999832238,3.5322280985440004,1.0430276382610406,0.60000000,4.0000,0.268229112817916,0.06628961179329791,0.7153049065408099,0.20275481193572942,0.02585178007861922,0.365582333759277,0.068042090771638,0.04490878617033269,0.65437570288625,0.285740987025598,0.08362462658165443,0.76438815635596,0.29745502675178803,0.05201886452509474,0.6354157780809501,0.14842930824314202,0.2671513693790609,1.3212671489860601,0.3536284694136234,0.025250849504677698,0.44146318122051303,0.08072798400467682,regulation,0.4898085462074364,1,,,,,,,,,,,,,,,,,,,-0.6,,0.0,2.2347610579184174,hoch
0,2025-10-01,1,4,0.15461041394079675,3.4608878818200752,0.4076317752701997,1.00000000,2.0000,0.5133658295859725,0.004371764219077129,0.18347510656895005,0.080184274212419,0.005587675590230402,0.175723463360367,0.21127983623983,0.0038938385248055538,0.17067833781694,0.36867985314385504,0.002895265986802144,0.14382307497073,0.39451127321622,0.00207048187927414,0.11576664438001,0.483888172386965,0.0009982751919607943,0.08053194008676001,0.3684628225819625,0.004087078706794354,0.17386107179805,0.0034149114427063595,kognition,0.47400851934300503,1,,,,,,,,,,,,,,,,,,,-1.0,,0.0,0.31051227883277377,latent
0,2025-10-02,1,3,0.2731283168892189,3.4291251954921997,1.0035595342762003,1.00000000,2.0000,0.5181510385243367,0.008093756922805418,0.20438384838447998,0.210505117990084,0.016651683388471655,0.315839970329298,0.29247399202703,0.009560140760368265,0.23936307171086002,0.39284076629064996,0.003979717905885908,0.15449588608261,0.39024173649959,0.004962909650714136,0.15841182435284,0.39774560473413995,0.012983947229603518,0.27526367837911,0.24949252304233763,0.018366921628888675,0.301881290321437,0.01065701106953394,kognition,0.21395178027708417,0,,,,,,,,,,,,,,,,,,,-1.0,,0.0,0.19492098839900307,latent
0,2025-10-09,1,4,0.21086147629961713,3.969960168715275,0.3051591060060083,1.00000000,2.0000,0.4618222593445775,0.01274537782373463,0.27766596939896004,0.11215779423379324,0.007076641432830339,0.180083524609238,0.2234627471758725,0.006673521635659182,0.18437267480051,0.3762889905752175,0.008139488504965908,0.23620347149939003,0.3791620064798125,0.0032860636224996843,0.15095791504030998,0.509702528899775,0.002890462702209084,0.13921706443726,0.36685651619822,0.0036510064653551763,0.1367027425329,0.006351794598179143,performanz,0.21050667643707185,1,,,,,,,,,,,,,,,,,,,-1.0,,0.0,-0.19032295668948693,niedrig
0,2025-10-20,1,4,0.11957815100515004,4.07920344072925,0.46311936939865755,1.00000000,1.0000,0.57708326378654,0.0030261268320044246,0.14103688296300004,0.0782013158736555,0.004999392338546292,0.173717275014616,0.1538530532048275,0.000694378350565555,0.06937566956233,0.31185951936419,0.0025665389717844608,0.13404037406977004,0.4736144862815725,0.000116742353046125,0.02793408618742005,0.4398525379589375,0.00026730292628803463,0.04154383308363002,0.328401433345075,0.0026284524255755755,0.12935469648519,0.002042704885401495,kognition,0.19675846460888782,1,,,,,,,,,,,,,,,,,,,-1.0,,0.0,-0.2531116091808795,niedrig
0,2025-10-23,1,3,0.18266625928839156,2.8980348774003333,0.5182342942675069,1.00000000,2.0000,0.40461997444292663,0.001279607674987077,0.08709505564766001,0.126085348796983,0.004967800489724838,0.169909860483881,0.19430525049813704,0.01375330538056594,0.273438147013399,0.4299589244536601,0.0011425202519381031,0.07986194399898,0.3543068832565666,0.007485020101424764,0.21164608478060998,0.49496881975663665,0.0017324047165943142,0.09370969684003999,0.44030027286368667,0.0030063036671788535,0.12977380579787,0.0047667088974876985,performanz,0.27823331122091144,1,,,,,,,,,,,,,,,,,,,-1.0,,0.0,0.02149635784730264,niedrig
0,2025-10-27,2,10,0.7644339025884059,3.54749574359869,0.847033821889464,0.60000000,2.0000,0.36083499816562403,0.08858716532273284,0.819857361381745,0.0701698468860471,0.008450143009043705,0.24792228914217251,0.055611520266399095,0.03205050730706602,0.497442642661275,0.23040813922275705,0.08076347572369763,0.746954984583215,0.281846598007065,0.056921650547610274,0.620880935864405,0.222375339286632,0.23585794692043655,1.2328818415779499,0.2782390741824957,0.08203347961439572,0.7022843503762264,0.08352348120642612,kognition,0.41221555628650686,1,,,,,,,,,,,,,,,,,,,-0.6,,0.0,2.0062924924481593,hoch
