gruppe_id,n,risiko_mean,risiko_max,drift_mean,varianzlast_mean,dominanzwechsel_sum,hoch_count,latent_count
0,71,0.08117420250975185,2.396453090626113,0.18533329859293077,0.014820157631230674,33,10,13
1,36,0.08247942021576793,2.650008568400228,0.1955675126163207,0.012286832058681554,15,6,4
2,37,-0.04741482504902251,1.2254073951016062,0.14247653780747124,0.01487629122296186,12,4,8
3,24,0.11978930257169028,2.618981917142147,0.16920435487049335,0.018348440501709615,6,4,6
4,31,-0.03801553981211434,2.030376123571526,0.14160567214373357,0.014818673643435195,8,4,3
5,19,-0.006281876058090981,0.9951187453813825,0.13707467732877981,0.018671604030727873,6,4,2
6,25,-0.03048895627427955,2.245351148659182,0.15078558784749624,0.014388639628191795,11,3,2
7,12,-0.004541965934952624,0.8300220337358083,0.1319381423119441,0.015348869348284734,6,2,1
11,10,0.2561342636488957,2.2067729567257772,0.21716638695396825,0.01647745998543313,6,3,1
