lag,n,dominanz_match_rate,polaritaet_match_rate
0,410,0.11951219512195121,0.9658536585365853
1,377,0.13527851458885942,0.9840848806366048
2,322,0.10248447204968944,0.9751552795031055
3,272,0.1323529411764706,0.9705882352941176
