Datengruppe,Datensaetze,gueltige_Kosinuswerte,fehlende_Kosinuswerte,Kosinus_Mittelwert,Kosinus_Median,Kosinus_Min,Kosinus_Max,Kosinus_Q25,Kosinus_Q75,Distanz_Mittelwert,Distanz_Min,Distanz_Max
gesamt / lehrkraft_id=1,282,279,3,0.943402423150791,0.9567785412722418,-0.268222067692908,0.9973895909319291,0.9305297396773609,0.97582669774318,1.1905647232126335,0.36239769708299246,2.4330243961375615
