gruppe_id,n,positiv,negativ,neutral,mean_polaritaet_index,anteil_positiv,anteil_negativ,anteil_neutral,trend_slope,start_index,end_index,n_zeitpunkte
3,7,7,0,0,0.3752210446590451,1.0,0.0,0.0,-0.00042848394689923297,0.37691165230338713,0.3765571746660214,7
5,38,38,0,0,0.3715717275288374,1.0,0.0,0.0,0.0006847022177941383,0.372843134153125,0.37319851921718505,12
2,47,47,0,0,0.369989184531578,1.0,0.0,0.0,0.00023545488198064755,0.3737546700835582,0.374170237042745,12
1,28,28,0,0,0.36905498352181143,1.0,0.0,0.0,0.0012204227955462928,0.3485855235140263,0.3693915907606405,13
9,34,34,0,0,0.36571093109932246,1.0,0.0,0.0,0.0019804405745403497,0.3410715135120048,0.3744731867764818,9
7,34,34,0,0,0.36238450338053263,1.0,0.0,0.0,8.586555476787772e-05,0.35397569844151916,0.37035261633069244,11
6,39,38,1,0,0.3583359037635821,0.9743589743589743,0.02564102564102564,0.0,-0.0031373270300631534,0.36543125949372257,0.31023155524881835,10
8,53,53,0,0,0.35754251937738624,1.0,0.0,0.0,0.0005360608804572725,0.3623290712543843,0.3634302080387593,14
4,46,45,1,0,0.3422470942503827,0.9782608695652174,0.021739130434782608,0.0,-0.0011770193231861834,0.3461578124177582,0.3650486907081968,12
